id1,id2,title1,title2,jaccard_similarity
0705.1272,0708.3896,The Isoconditioning Loci of Planar Three-DOF Parallel Manipulators,The Isoconditioning Loci of Planar Three-DOF Parallel Manipulators,0.5344827586206896
0705.1284,0707.2833,Workspace Analysis of the Orthoglide using Interval Analysis,"A Comparative Study between Two Three-DOF Parallel Kinematic Machines
  using Kinetostatic Criteria and Interval Analysis",0.5333333333333333
0705.2241,0707.1255,A New Measure of Fine Tuning,Fine Tuning in Supersymmetric Models,0.5319148936170213
0709.1420,0709.1430,"Compact differences of composition operators from Bloch space to bounded
  holomorphic function space in the Polydisc",Difference of composition operators in the Polydiscs,0.53125
0705.2770,0708.2430,"Schwinger Mechanism for Quark-Antiquark Production in the Presence of
  Arbitrary Time Dependent Chromo-Electric Field","Schwinger Mechanism for Gluon Pair Production in the Presence of
  Arbitrary Time Dependent Chromo-Electric Field",0.53125
0706.2025,0706.4035,"On the Performance Evaluation of Encounter-based Worm Interactions Based
  on Node Characteristics",Encounter-based worms: Analysis and Defense,0.5298507462686567
0707.1370,0707.2767,Neutral-current Neutrino-nucleus Scattering in Quasielastic Region,"Strange quark contributions to neutrino and antineutrino nucleus
  scattering via neutral current in quasi-elastic region",0.5294117647058824
0704.2977,0708.1140,Liquid elasticity length and universal dynamic crossovers,"Liquid elasticity length, universal dynamic crossovers and glass
  transition",0.5294117647058824
0709.2460,0709.2463,"The problems of classifying pairs of forms and local algebras with zero
  cube radical are wild","Problems of classifying associative or Lie algebras and triples of
  symmetric or skew-symmetric matrices are wild",0.5263157894736842
0704.3537,0706.3438,"Dijet correlations at RHIC, leading-order $k_t$-factorization approach
  versus next-to-leading order collinear approach",Dijet correlations in $pp$ collisions at RHIC,0.525
0704.2684,0710.1489,"Effects of Lepton Flavour Violation on Chargino Production at the Linear
  Collider",Lepton Flavour Violating Effects on Chargino Production at the ILC,0.525
0705.1765,0705.3623,"A New Class of String Cosmological Models in Cylindrically Symmetric
  Inhomogeneous Universe","String Cosmological Model in Cylindrically Symmetric Inhomogeneous
  Universe with Electromagnetic Field II",0.525
0708.1458,0708.1840,DNA Nanorobotics,Prototyping Bio-Nanorobots using Molecular Dynamics Simulation,0.5245901639344263
0708.0268,0709.0016,"Generalized Parton Distributions from Hadronic Observables: Non-Zero
  Skewness",Generalized Parton Distributions from Hadronic Observables,0.524390243902439
0707.2446,0707.2659,"Control of poultry chicken malaria by surface functionalized amorphous
  nanosilica","Control of rodent sleeping sickness disease by surface functionalized
  amorphous nanosilica",0.5232558139534884
0706.3026,0709.1169,"Precise Determination of the I=2 pipi Scattering Length from
  Mixed-Action Lattice QCD",The K+K+ Scattering Length from Lattice QCD,0.5230769230769231
0708.0702,0708.0716,Quasi Exactly Solvable Difference Equations,Multi-Particle Quasi Exactly Solvable Difference Equations,0.5208333333333334
0707.2833,0708.1049,"A Comparative Study between Two Three-DOF Parallel Kinematic Machines
  using Kinetostatic Criteria and Interval Analysis","An Interval Analysis Based Study for the Design and the Comparison of
  3-DOF Parallel Kinematic Machines",0.5205479452054794
0706.1600,0709.3464,"Measurement of the production of charged pions by protons on a tantalum
  target","Large-angle production of charged pions by 3 GeV/c - 12 GeV/c protons on
  carbon, copper and tin targets",0.5204081632653061
0705.1443,0705.3537,Embedding Degree of Hyperelliptic Curves with Complex Multiplication,p-torsion of Genus Two Curves Over Prime Fields of Characteristic p,0.52
0704.2873,0704.3386,"Coupled Painlev\\'e III system with affine Weyl group symmetry of type
  $D_6^{(1)}$",Four-dimensional Painlev\'e systems of types $D_5^{(1)}$ and $B_4^{(1)}$,0.52
0704.2476,0704.3386,"Coupled Painlev\\'e III systems with affine Weyl group symmetry of types
  $B_4^{(1)}$, $D_4^{(1)}$ and $D_5^{(2)}$",Four-dimensional Painlev\'e systems of types $D_5^{(1)}$ and $B_4^{(1)}$,0.5172413793103449
0708.2972,0708.3948,The inverse fallacy and quantum formalism,The conjunction fallacy and interference effects,0.5172413793103449
0704.3486,0710.0341,"An iterative method to compute the sign function of a non-Hermitian
  matrix and its application to the overlap Dirac operator at nonzero chemical
  potential","An iterative method to compute the overlap Dirac operator at nonzero
  chemical potential",0.5168539325842697
0708.3432,0708.3433,Switching the current through molecular wires,"Coherent destruction of the current through molecular wires using short
  laser pulses",0.5142857142857142
0705.2954,0706.0282,Search for Single-Top Production at CDF,Single Top Results from CDF,0.5142857142857142
0705.1742,0710.1326,"Magnetar Driven Bubbles and the Origin of Collimated Outflows in
  Gamma-ray Bursts",Magnetar Driven Bubbles and the Origin of Collimated Outflows from GRBs,0.5138888888888888
0707.4239,0707.4240,"Tracial gauge norms on finite von Neumann algebras satisfying the weak
  Dixmier property",Unitarily invariant norms related to factors,0.5131578947368421
0705.2796,0710.2176,Recent Results on non$-D\bar D$ decays of $\psi(3770)$ from BES,"Experimental studies of the $\\pi^+\\pi^-\\pi^+\\pi^-\\pi^0$,
  $K^+K^-\\pi^+\\pi^-\\pi^0$ and $p\\bar p\\pi^+\\pi^-\\pi^0$ final states produced in
  $e^+e^-$ annihilation at $\\sqrt{s}=$ 3.773 and 3.650 GeV",0.5128205128205128
0704.0211,0707.1577,Linkedness and ordered cycles in digraphs,k-Ordered Hamilton cycles in digraphs,0.5121951219512195
0709.0098,0710.3014,WMAP-Compliant Benchmark Surfaces for MSSM Higgs Bosons,"Higgs-Boson Benchmarks in Agreement with CDM, EWPO and BPO",0.5121951219512195
0709.1239,0710.2925,"Bridging over p-wave pi-production and weak processes in few-nucleon
  systems with chiral perturbation theory","Bridging over p-wave pi-production and weak processes in few-nucleon
  systems with chiral perturbation theory",0.5116279069767442
0705.1571,0705.1743,"The Energy-Level Shifts of a Stationary Hydrogen Atom in Static External
  Gravitational Field with Schwarzschild Geometry",Gravitational Corrections to the Energy-Levels of a Hydrogen Atom,0.5116279069767442
0706.2440,0706.2441,"Reducible Families of Curves with Ordinary Multiple Points on Surfaces
  in Projective Three-Space","Some obstructed equisingular families of curves on surfaces in
  projective three-space",0.5106382978723404
0707.3073,0707.4639,About Bianchi I with time varying constants,About Bianchi I with VSL,0.51
0708.1411,0708.1413,"Achievable Outage Rates with Improved Decoding of Bicm Multiband Ofdm
  Under Channel Estimation Errors","On Optimal Turbo Decoding of Wideband MIMO-OFDM Systems Under Imperfect
  Channel State Information",0.5098039215686274
0705.1400,0707.2228,A Workspace based Classification of 3R Orthogonal Manipulators,Kinematic Analysis of a Family of 3R Manipulators,0.5094339622641509
0705.2995,0705.4593,"On the Riemann zeta-function, Part III","On the Riemann zeta-function, Parts IV-V",0.5087719298245614
0706.4328,0710.0838,QCD factorizations in gamma* gamma* --> rho_L^0 rho_L^0,"Studying QCD factorizations in exclusive gamma* gamma* -> rho^0_L
  rho^0_L",0.5084745762711864
0705.4281,0705.4300,Approximation orders for interpolation by surface splines to rough functions,Error estimates for interpolation of rough data using the scattered shifts of a radial basis function,0.5081967213114754
0706.3118,0707.3883,"The structural and magnetic properties of (In1-xFex)2O3 (0.0 <= x <=
  0.25) system : prepared by gel combustion method","Room temperature Ferromagnetism in Th1-xFexO2-d (x = 0.0, 0.05, 0.10,
  0.15, 0.20 and 0.25) nanoparticles",0.5074626865671642
0707.3854,0710.2185,eta photoproduction and N* resonances,A new nucleon resonance in eta photoproduction,0.5056179775280899
0707.3456,0707.4023,Effects of Jet Opening Angle and Velocity Structure on Blazar Parameters,"Influence of the jet opening angle on the derived kinematical parameters
  of blazar jets having uniform and stratified bulk motion",0.5041322314049587
